
Loaded file:  1.bvh;;;
hips
-34.6343994140625;-22.3334999084473;-605.796020507813;
-34.0185012817383;-22.5092010498047;-606.722045898438;
-34.0185012817383;-22.5092010498047;-606.722045898438;
-34.0185012817383;-22.5092010498047;-606.722045898438;
-34.0185012817383;-22.5092010498047;-606.722045898438;
-33.7444000244141;-22.5629005432129;-607.201049804688;
-33.7444000244141;-22.5629005432129;-607.201049804688;
-33.6245994567871;-22.5890998840332;-607.405029296875;
-33.5185012817383;-22.6058006286621;-607.588989257813;
-33.3561019897461;-22.6477012634277;-607.882019042969;
-33.3125;-22.6837997436523;-607.972045898438;
-33.3125;-22.6837997436523;-607.972045898438;
-33.3446998596191;-22.7335014343262;-608.033020019531;
-33.3446998596191;-22.7335014343262;-608.033020019531;
-33.4640998840332;-22.7287006378174;-607.983032226563;
-33.6511993408203;-22.6965007781982;-607.885009765625;
-33.8938980102539;-22.6566009521484;-607.745971679688;
-34.2681007385254;-22.6178016662598;-607.525024414063;
-34.5642013549805;-22.61669921875;-607.360961914063;
-35.1451988220215;-22.7366008758545;-607.072021484375;
-35.1451988220215;-22.7366008758545;-607.072021484375;
-35.733699798584;-23.5088005065918;-606.8759765625;
-35.733699798584;-23.5088005065918;-606.8759765625;
-35.9823989868164;-24.3719005584717;-606.786987304688;
-36.2602005004883;-26.1256008148193;-606.588012695313;
-36.4028015136719;-27.8261985778809;-606.369995117188;
-36.5176010131836;-30.052001953125;-606.14501953125;
-36.6072998046875;-32.1805000305176;-605.851989746094;
-36.6464004516602;-34.6720008850098;-605.442993164063;
-36.6546020507813;-39.013500213623;-604.64404296875;
-36.5839004516602;-40.9369010925293;-604.217041015625;
-36.5839004516602;-40.9369010925293;-604.217041015625;
-36.5354995727539;-43.0900993347168;-603.662963867188;
-36.4682998657227;-45.8485984802246;-603.067016601563;
-36.5125999450684;-46.35009765625;-603.031982421875;
-36.5125999450684;-46.35009765625;-603.031982421875;
-36.6455993652344;-48.0020980834961;-602.885009765625;
-36.6455993652344;-48.0020980834961;-602.885009765625;
-36.6040992736816;-49.377498626709;-602.606018066406;
-36.6040992736816;-49.377498626709;-602.606018066406;
-36.1017990112305;-47.9689979553223;-601.114013671875;
-36.1017990112305;-47.9689979553223;-601.114013671875;
-36.138801574707;-46.4990005493164;-600.494018554688;
-35.7262001037598;-43.2863998413086;-600.025024414063;
-35.2047004699707;-38.7243995666504;-599.971008300781;
-34.6618995666504;-28.9599990844727;-600.031982421875;
-34.4896011352539;-19.2262706756592;-600.276000976563;
-34.4468002319336;-14.2695608139038;-600.388000488281;
-34.4468002319336;-14.2695608139038;-600.388000488281;
-33.9410018920898;-4.02299070358276;-601.174011230469;
-33.4960021972656;3.69839954376221;-602.065002441406;
-33.4960021972656;3.69839954376221;-602.065002441406;
-33.1872024536133;7.60900020599365;-602.801025390625;
-32.9888000488281;10.1704988479614;-603.528015136719;
-32.9888000488281;10.1704988479614;-603.528015136719;
-32.8021011352539;11.9768991470337;-604.166015625;
-32.6486015319824;13.1512994766235;-605.218994140625;
-32.6486015319824;13.1512994766235;-605.218994140625;
-32.5811004638672;12.7734994888306;-605.493041992188;
-32.3760986328125;9.85629940032959;-606.364990234375;
-32.3760986328125;9.85629940032959;-606.364990234375;
-32.2097015380859;5.11399936676025;-606.35302734375;
-31.527099609375;-8.16429042816162;-606.134033203125;
-31.527099609375;-8.16429042816162;-606.134033203125;
-31.2000007629395;-16.7043399810791;-605.851013183594;
-31.0125007629395;-20.2959518432617;-605.757019042969;
-30.7644004821777;-22.6665000915527;-605.807983398438;
-30.4155006408691;-23.9640998840332;-606.005004882813;
-29.9062995910645;-24.9327011108398;-606.289001464844;
-29.7143001556396;-24.9946002960205;-606.443969726563;
-29.0510292053223;-24.7815017700195;-607.3349609375;
-29.0510292053223;-24.7815017700195;-607.3349609375;
-28.8515300750732;-24.6065006256104;-607.712036132813;
-28.6832389831543;-24.4104995727539;-608.111999511719;
-28.573169708252;-24.1565017700195;-608.546997070313;
-28.4867000579834;-23.9200000762939;-609.002990722656;
-28.4510898590088;-23.750301361084;-609.433959960938;
-28.4674301147461;-23.5814018249512;-609.989990234375;
